"","p_cntrl2730","p_cncr5987","p_cntrl5081","p_cncr1718","p_cncr2573","p_cncr2035","p_cntrl2972","p_cncr6812","p_cntrl9873","p_cncr4188","p_cncr9002","p_cncr9466","p_cncr8865","p_cntrl5767","p_cncr2978","p_cntrl6376","p_cntrl8387","p_cncr3595","p_cncr4026","p_cncr9591","p_cntrl8413","p_cncr9070","p_cncr6166","p_cncr1817","p_cntrl6666","p_cncr2162","p_cncr1856","p_cncr2882","p_cncr1259","p_cntrl5277"
"00000011100000100111",56256,614406,60625,2265411,120473,52319,62118,619,11022,999831,46381,988,208927,330375,2813,22495,329,2516727,1143683,94399,73,720,7345,330730,2260,226,1874526,554496,14718,366926
"10101111101000111100",246,4606331,704701,257433,17332,10832717,1547,215,1620,128098,1596080,288083,290508,734314,108,622764,82223,33016,10133322,2379,539851,69460,1953812,182237,796,63266,12629,99780,16812,398993
"10101011011001100110",51372,294047,438983,40784,182854,293891,536013,834373,62566,3734,63265,10007,17409,81307,75897,1055984,284,421263,19665,102,3265601,8642,7857374,140707,15945,6695579,1967181,96001,276317,11181
"01010001100101111101",10376,740296,314,2445,185183612,170,17082,342776,291256,208861,1190674,1087743,90917,1181,495757,1793643,22650,36351,2917116,491675,236117,32649,67063,1955132,217320,179,6526802,4033,33486,286934
"01001011110110011111",4405,6375,3131400,22466,2254736,151185,4276775,204409,5554,182259,609,54631,29806,153254,106012,2951519,1665766,115253,266756,908907,1364121,44505,20687,243920,2003517,44847,91,6710,149135,1003783
"10001000100101011101",14004,164007,19238,11995,10716,953189,33081,543,5992,2341998,10295833,40620,4096243,112607,12213,12582,46787,651,57208,101746,72391,83,1758,5088,25063,9264,68905,996696,72,7407
"11101010000111010011",7820,1206305,1149955,22744,10298,588083,5339224,76,74009,282112,305715,670709,55936864,443300,28086,81127,27439,53540,41398,170773,201342,211675,204315,376904,108068,1282606,197994,51051,359543,35212
"10000010001000111011",6600,278944,49732,182459,4198,200148,61,32413,1897755,304658,79895,107910,2132275,66241,332116,4600,3471,99583,32919,47216,6824,35,1621,45217,840834,22591,7016,1230131,1032,21069
"00111111011111111100",6978542,108786,761882,413686,36543,53533,124164,25122,44565,935,46728,220069,16243,691045,17155,2493743,42435,7651,5234053,2382855,1253,3141,96011,235,16043,19736,595966,69842,30979,230957
"10101110100110101110",147838,3450,115953,27945,4564,378,1011975,11017,14719439,2024581,121673,23435,539248,32161,11443,155255,124,425089,2812871,253859,788,1266627,62839,1242512,38923,3989,599,436,56702,14801
"01110000110100011110",369260,12350,229086,1420794,407544,31702,17788,20329,1341948,467246,93752,23423,635586,426011,91339,154010,32432,122431,44546504,175826,890138,36156,34345,1228555,164142,62861,619920,1586,60998,76575
"11100000010000000101",178114,49097,66511,10,303,77369,302039,68816,32474,30,447716,6117,1514952,8206,1887089,63420,1925,346,6508,1456,235325,37664,3023,81181,36152,46627,7056,5269,4283,205884
"11101010100011111110",680287,11133,79,2241,181524,164107,618317,71373,17932,6835,1941,6362,2220,3719299,16514,81990,406448,1375220,1605,28940,214456,24589203,423,4602974,143260,13498,4915252,5192,37835,117890
"00110110001000000000",768284,198701,3985744,991646,17682,215907,66183,93653,248021,793473,1436466,2964557,58983,1932,72308,49051,31001,15111,7235,68729,2200543,165389,326215,2767,572,28041,1930987,216162,662180,22001
"01000111111101110011",6025,6083,6645,13786,4868,367,108007,473,814,4655,28643,554505,76704,177265,58637,2996,21810,202987,11805,112141,13495,11239367,432772,18820112,753820,30238128,29998,3653,5031424,1366
"11100010111101000011",86957,508929,76768,7246,131173,130807,13403,874021,61500,2016,254904,342322,20207,357737,362,201689,3701,1482,88398,37681,83863,1176725,2158165,875929,16787,266597,294515,4775,606682,7429951
"10101101010011100000",3512107,54542,617875,5087,999,10969,1134834,524,3510796,244581,1663697,248,267325,4961877,17760,9826057,1538007,144,6797,26753,16450,32259,15101,1018876,7619,284,1751,9,23259,434767
"00001101000101111011",372732,6491123,3694132,6137,321,702080,22869,466766,197891,4394974,47558,937156,23177,159510,202324,634785,160152,171,1003628,179855,191352,2,19451,1266764,18552,75,1204853,292159,36,1123
"00011100000101101001",1498516,80984,1067459,283,13,224047,210711,507915,17386,278550,25787,50884,28256,180573,223169,65933,9163,1,583,1502,7227,2,2479,61907,731316,3446,1286180,8277,41,308017
"01001111101111001100",1416955,46662,3816,593130,1397,89376,107490,464238,507,13282,246509,1056518,2339738,70109,5756,2827,10524,600,63578,241108,3545,28636,18921,38334,112754,834,17810,1938898,3689,68370
"10001110000010110101",1230335,364757,217823,143323,36490,4325,500771,853,7370153,361694,1612131,309112,5495760,19301,369606,12233,173514,19806,6076,18520,455,2228,22191,30450,387290,110,1891439,2725,46,1663
"10000011101100001011",22906,13850,1288,4656283,1974,13616,2413,14421,26903,11402124,85654,70927,629100,10685,106610,11109,2431,14821,9576278,20992,2294679,26,207270,204829,60733,38550,1670102,5106,0,712
"10000010100001111000",1911364,5598726,197378,27296963,55694,7584,39542,5253,139185,4261663,1580068,38188,49804,8804488,1028865,4636,22713,381827,10456,47131,43592,406,4867,4152455,161752,666,10053,74015,1505,41921
"00010110000100110000",9761241,21422,35543,213766,72428,1580317,3145,76477,3464,8398798,86918,1362391,29697,5115855,82985,633662,858,9266,10542,3668628,2523,298,51368,24791,14906,485,120345,3631,19989,181858
"11100111000000100011",3661,179323,7548,11254262,9149,27792,21378195,8494,2940908,4418119,1917059,14773,146020,3847,33098,30616,9810,96587,47355,124801,595054,13118,239270,3225,24750,3535651,79983,228330,67834,443
"01001101000111011000",731286,19906,107639,156056,847,522299,13875,418342,389763,7725,705582,54966,23367,39140,27980,3533,1243,955102,13187,978,10408143,627728,32441066,56682,321075,5168655,7223,173784,336770,12231
"00001000011110011101",74882,5388,569757,35076,5923,1495,490727,2056,50676,172371,53036,3186,333768,10013,397523,28449,6097,776197,666174,79200,622712,600,65522,1679874,7311,5685,2659618,224142,573,24867
"01010000100100010001",54491,20815,1975609,3516169,729887,6378,61263,87314,868,73682,4073725,52013,42504,271145,21076,7644,55970,28883622,25306,1640,44816698,83582,103309,895,561391,264743,98275,1015675,4447,5603
"00100001101010000001",6980123,28507,316110,221824,129,23515,7231579,496582,112321,890690,39215,3760,39975,1029,89362,1457908,4739944,96,140,849,1064929,2159089,36625,189508,1153968,12088,1995271,1048,2324,4811515
"10001001000000011101",103619,3845,47917,52405,24971,1096855,2183125,14628,30922,1714407,2236026,91572,8775655,176,41967018,88936,2338,317714,258112,14836,17829,396,149,208683,9808,3399,437,59302,85488,65470
"10000101010000111001",122781,25369,296734,1059274,1630,19935,18323,29812,262175,570057,93553,467293,925347,12800,431955,48882,3376,3374269,341800,13356839,17041,8293,5567947,3679,378843,471255,2672371,1848181,218,2114640
"10010100111011110110",21012,75707,1996346,378833,86170,6068,475,3961,10543,359192,289664,6024,955380,71332,51039,2054415,596516,9254,584449,64082,852797,40,6640,241748,5777327,37628,124037,1562113,104,12721
"01111011100101010100",145142,2352885,47429,50960,149669,919,4966,664107,1501782,4805,2171977,1773,1060,55933,2036810,2559,606470,1720,803,20704,214479,19802,400,791081,839750,49867,528679,616,114337,39052
"10011110111111000111",40494,123888,306985,84291,1022,86359,15762,298921,191823,149448,251085,1696756,79153,11553,1000657,1423,9587,5011976,2414211,15827494,291942,584,1565174,540976,16926,1658,304019,176018,2235,82980
"01110011011011010111",83638,41747,28645,1629920,49879,512613,105630,4976,283758,3142787,49947,5802,1766,22261,2139,224963,7494,11633,47859,171311,97518,56061,699,192,28946,24566,21805,475835,34485249,472123
"00000010000110010101",33398,9177,149016,14791,10464,2057,51062,1457,20997,68372,10467,8119,13884,3929,1038897,10762,566118,73250,1689563,224547,17312,441,19029,1347329,21379533,19981,646655,67894,10384,3744
"00100001011010111010",426179,1897101,369418,156914,4824,444959,21699,65067,1265090,384247,2106,421897,41641,5949,1129307,1148,6415,849,36635,824976,7018,659756,853,491008,730950,185497,1235,636163,5694,494882
"10011000001101000001",3830,358928,239682,8148133,2,813268,7509806,76743,39679,102664,13410,131283,735484,1171729,3778810,4952,68451,1,4912,6327,54444,269,215,218755,24643,41,197014,3050,35,98347
"11111001010000010100",16691,129778,105741296,70861,55482,157377,526638,81855,94770,44551,233002,1664339,13782,32423,1731190,105447,316334,14843,103785,505346,82464,761762,18718,30322931,66403,90434,180,13397,1661105,22
"00101000101001110010",135022,1398399,1045816,263175,643097,33501,1903893,10106,104663,154430,60743,228473,254028,57900,515561,20073,6792,178,12651,327399,252885,3305,721,7939,112702,180577,66112,936,23822,830
"01010110010010001000",27308,120821,41931,1293209,378602,103208,146072,127118,58352,4288658,31883,14392,12940,10806675,380054,252378,11158856,290373,13491,539357,6834,4645,2813,434756,44848,224678,9129,3993070,184651,367720
"10010101000010010001",208167,58503,4377,40825,47706,268175,1103,38078,47592,20579,37924,547774,400519,9314,12808,3887,1114,60717,6573,17392,9136,32,25464,54421,37150,496477,10874,1842,46,113199
"01110101100000010101",6558,4843,247511,16304,7840,141325,1274,114468,81989,17627,83265,11189,135699,108837,28661,134331,5970,2606508,19851,115352,6360774,146392,1392064,723420,153329,9212,125888,47517,141662,144
"11110000011100010111",24068,6665,87120,632397,584059,14080,15226,98689,90,553,4137,375385,142599,509852,137521,76424,21752,4931181,111252,65257,90870,33622,117900,34315,22948,61237,960,55960,27314,2917
"11001001000010100001",1170119,902925,44230,783249,197,27892,69828,212648,42906044,28440,25373,72924,21615,1917989,1201173,1950065,3991,5,1064,33,1978703,69891,72,193525,17185,11116,144616,44,131,1864769
"00000011110101100001",2581169,384,44055,23331,446,1234669,790,39650,629435,13268654,12276,1587802,45489,31993,1759,34451,78551,175302,1819,334165,5003,10138,1336916,548,294264,447,1171253,11944,995,127853
"10101011100111000100",94208,471853,10107,30844,422614,1400016,243720,1051315,9835,20241,450976,9501,516757,763,36284,42869,5757,2717,10709,239143,329774,423856,33532,10919,241785,5795,73766,133741,962469,1086392
"10010001111011101010",78249328,5197,878202,10875,1107,17669,108467,43265551,328361,17018,20824,7401,7536,64754,777771,31075,176,4,4388,990,79,33,147094,50796,21519,9835,17596,2817,16,16080
"00101101011001110100",1319424,183720,20999,16491757,68950,2006,71077,71131,206936,137458,20610,187482,778901,24031,10194,2621284,87499,556017,1239,46959,35283,10804,15206,74709,13627,39104,94232,2405625,2967,316
"11000101111001100111",2671294,263,251234,226070,370,10670,6675711,272436,74407,107,32073,65,5137162,13161272,87575,400631,2448904,174,521,492,175680,4693,1256,36978,18236,12757,275500,27433,2182,668504
"01000110000111101000",12552,2768020,14606,1338729,6882,20459,164274,9565,562283,58727,210778,227282,26716,967091,9940800,72008,131434,78513,1069695,611795,19738,186289,17747,11022,3579400,598094,744759,584,160873,19433
"11011101111101010011",64948,3228,418423,15014735,84314,9982,1661982,8426,20381,932772,46132,51977,6280,274646,435529,9209,308950,1580089,2349,476583,15601,19685,17234,14557,38351,2039378,8210,318442,358940,622144
"11101100000101110000",440085,531126,25408,59579,2913820,556,730,2380381,621504,89,313391,721706,615138,1227,226543,519,12138,91746,68844,33768,23106,32996592,183384,19056,25236,135197,512740,189468,313859,631585
"10101110101011101011",9382,19805,223,28821,102856,2512907,22043,446324,1026813,5441,831,2526192,7621,159095,591442,106912,6802,2955232,9078,93972,46020,29713,84816,13995,74043,1027,148617,23808,156008,28786
"01010111011110110011",86551,39694,4950,2095,57095,5426,294620,18606,161899,11313,9144,1278724,696229,103513,161304,88872,21611,13980,3726,110098,553664,3426,15,5168,1767,346655,2132340,464,720,2658406
"01010000010011011000",1580,3501423,1905,5692,970330,42553,58295,61824,139809,350269,933,680,210195,7188,110819,20079,20159,1596307,46176,1384,305123,3286,5681,15478,2524168,93749,148862,864908,371397,4723
"01100111011100000101",20995,3129,71334,4735,2025990,221582,244170,16103,11030,276928,234087,409748,8762442,68717,928930,5243,47458,3126,1232,353020,15582,12523,97357,771739,5817466,426990,166186,37813,717408,2124786
"00000000111110111111",30962,37692,54347,18918701,383,164983,74448,9942,107143,119905,170503,6947,177951,51088,16965,175,30520,304,17980,19634,22704,7526,274,105091,370068,4233,2339,85727,246,2879
"11111001011111101110",1107288,1051083,38179009,5331,877,10235,2148205,1056979,2120353,2947300,610,29,629341,141,204388,28282,791739,251,1014,17,69117,17029,2222,20028,2229,2379780,585688,3255,50295,5096231
"00110100101000011110",101006,87059,732255,11083,114823,2146,840,24775,1964,13244,30230,196503,22258,25812,5492,4583,5701,520659,32812,8630,296,16098,968527,94467,8473823,2102119,322339,4625,28454,179793
"00110000011001100010",1026704,1651154,101574,48734,1005,8582,219491,2485,317467,66336,21777,5779,137549,2877,8068,165936,2798439,2,22807,76,175520,84102,80879,1615,44512,1214,1825,2929,592,41890
"00001000000110010000",184462,117114,448067,31824,123999,866474,36670,1625027,588,291245,237652,295203,887451,851,92198,206534,409,71756,28970,527765,2834,15,33592,44270,12992,141314,4995,4050,354,104563
"10000011011101111110",3361,8138120,1315167,581446,2878,384758,10091,10224,30277,2917,944,103681,194304,87135,262122,28050,136394,83711,122964,47833,3996,12595,2198,794036,20074,212,263078,221064,4778,16286
"00111111111110011001",7360,10565,101307,64777,1917,52414,18881,3711,970393,441333,1785,55699,4031,446478,332711,586978,7940,74572,3401,141361,87639,85394,7053,83270,1905,16524,26567,374405,1526,9541
"11111110110001111001",1570,10517,3316227,52050,225162,489937,9731,97716,65000,9250,41585,9768,15221,84122,479009,590,65725,203345,28195,26477,2506,6529,26978,9485,250500,204414,121332,454949,1643,3877
"00101001001101001010",174465,1991,8150730,4976,15,1155,21710714,8174,2067862,103869,2061,133507,487,228002,1685,10410,187479,17,221,904,31835,8612,147787,13334,426261,26,7341,228,13625,643473
"01001010001011110100",42964,23455,1551996,1094,78778,20551,9397,71811,1509736,24401,8875277,15542,686,32333,1726395,121422,2442036,18532,101506,30827,53258,27332,1132220,874427,12553,203539,78979,43094,30182,29965
"10110110110111010010",188900,14537,523973,3315,18858,1215,60588,5445488,489717,60,323,161748,458,9321,1075489,3109672,15111390,610,2624479,554975,48517,9124,608175,428711,74873,87910,71197,38862,10149,1876
"01101011011111000001",23605,923897,920,414386,240,174658,612099,138,17592428,2793479,2606,669287,591783,2208,261296,5540,93149,605126,70295,86111,68037,241998,612083,11024,283297,9294,404289,113322,344292,93325
"10110100110000100010",35288,436868,6734166,202366,8999,2763,3948890,23951,3094740,12213,165353,4002053,23793,351106,4131,118167,543845,396,11781,157,57631,258,278,524850,996381,334487,699794,350,1983,113698
"01010010000101010010",32045,256651,1651,3262872,245139,1614,1858356,35595,396869,6750,5638,900624,2684197,391270,1714,18238,547183,93,47616,7343,1824,130004,376,153062,91859,157747,294525,532663,5007499,114916
"01011000000011101101",3434847,76097,46043,2025,485,42415,20556,7411,9714,43291,13180,14456,51027,77243,900152,1750942,2084950,1375,133866,11956,1010959,24020,193,305,108878,46056,294410,204,416,1269056
"11110101101000111000",868087,237718,527,374982,2216,22979,52286,5766,17874,3131919,4105,936,43051,395060,4154,64506,7298,2990906,17812,18018,2210493,64422,20423,8983855,22513308,351661,15019,117143,1930,36150
"01111101110001000100",998870,15996,64481,1380510,30,40095,7617091,70232,336778,14883,16006,5135,92,473,84014,2151669,811738,3,3527,19966,296163,4261,6,51273,161273,43246,74900,76,1764,472511
"11000110011100000100",1343192,832,17909,18886215,3388,12082,4867,6746,11706,1612468,496,318,1737646,105495,97715,801,13054574,223428,1018,41504,12038,139940,1302,27658,345610,6522,218458,1080223,81726,597778
"01101001100010100111",2565203,72347,148272,120738,3031,836584,4892832,132223,34843,345438,42632,1465371,839622,188156,1077913,23765,1524100,7,177389,249,148118,82801,6706,122415,70580,1091657,138242,341,6048,654187
"00001010100111000110",62348,5050398,26756,68342,185,336092,2095,67625,31205,17732234,39911,6219211,13668,1069,1225032,340159,38174,53592,4601,3475032,295,78,8726,172941,5011,89230,100373,9371,94603,120464
"01110011100000101010",51545,171212,191115,5989,1667566,1207,22097,1286917,510975,8525796,156079,374767,223040,11706,155642,140235,944321,24067,91149,123025,12952,539693,112856,959557,254137,5611,797489,71005,144,1212393
"10011111000001110110",2697,95960,1564,46875,1567,8848,1183,612331,445057,2097854,135187,2342356,1256119,62851,1459993,389253,7236,1661,70598600,30072,24005,2403,89579,1650360,381,6863,31332,975575,367,673681
"00010001110001110111",1199416,725,3777786,1845307,20270,698349,1450256,1533244,33743,220609,1222849,273934,530627,1960293,273450,26557,163452,74762,381,40136,36944,5015,69899,247508,11979,532947,560585,156131,19,47841
